eventIdx,clusterIdx,avgWire,superlayer,trkIds
1,1,67.8571,5,-1
1,2,64.0000,6,-1
2,1,45.3333,2,-1
2,2,48.0000,2,-1
2,3,18.6667,3,-1
2,4,18.0000,4,-1
2,5,44.0000,4,-1
2,6,28.0000,5,-1
2,7,65.5000,5,-1
2,8,27.0000,6,-1
2,9,69.0000,6,-1
3,1,42.0000,1,-1
3,2,45.3333,2,-1
4,1,32.8000,1,-1
4,2,29.7143,2,-1
4,3,34.6667,3,-1
4,4,70.6667,3,-1
4,5,33.0000,4,-1
4,6,73.0000,4,-1
4,7,49.4286,5,-1
4,8,30.3333,6,-1
4,9,47.1667,6,-1
5,1,34.8333,1,1
5,2,33.1667,2,1
5,3,36.5000,3,1
5,4,36.5000,4,1
5,5,49.1667,5,1
5,6,48.6667,6,1
6,1,25.8333,3,-1
6,2,28.6667,4,-1
6,3,46.6667,5,-1
6,4,48.6667,6,-1
7,1,100.3333,5,-1
8,1,31.5000,1,-1
8,2,30.4000,2,-1
8,3,33.0000,3,-1
8,4,32.8333,4,-1
8,5,37.5000,4,-1
8,6,42.7143,5,-1
8,7,42.6667,6,-1
9,1,61.1667,1,1
9,2,62.0000,2,1
9,3,52.8000,3,1
9,4,51.3333,4,1
9,5,35.0000,5,1
9,6,33.0000,6,1
10,1,55.0000,1,1
10,2,54.5000,2,1
10,3,64.2000,2,-1
10,4,54.3333,3,1
10,5,54.0000,4,1
10,6,58.2000,5,1
10,7,57.8333,6,1
11,1,64.8333,5,-1
11,2,69.3333,6,-1
12,1,13.1250,1,-1
12,2,14.2222,2,-1
12,3,15.0000,3,-1
12,4,18.0000,3,-1
12,5,21.3333,4,-1
12,6,20.2000,4,-1
12,7,38.8000,5,-1
12,8,36.0000,5,-1
12,9,41.2222,6,-1
13,1,47.4000,1,-1
13,2,45.1667,1,1
13,3,45.6667,2,1
13,4,43.6667,3,1
13,5,44.0000,4,1
13,6,44.2000,5,1
13,7,44.5000,6,1
14,1,54.0000,1,-1
14,2,54.2000,2,-1
14,3,54.6000,3,-1
14,4,56.0000,4,-1
14,5,64.8571,5,-1
14,6,66.3333,6,-1
15,1,41.7500,1,-1
15,2,43.5000,2,-1
15,3,42.0000,3,-1
15,4,44.5000,4,-1
15,5,49.3333,5,-1
15,6,51.6667,6,-1
16,1,35.2857,3,-1
16,2,32.5000,4,-1
16,3,43.0000,5,-1
16,4,39.6000,6,-1
17,1,61.6000,1,-1
17,2,64.7500,2,-1
17,3,60.5000,3,-1
17,4,64.3333,4,-1
17,5,64.3333,5,-1
17,6,68.4286,6,-1
18,1,14.6000,1,-1
18,2,15.0000,2,-1
18,3,18.5714,3,-1
18,4,20.0000,4,-1
18,5,19.0000,5,-1
18,6,30.5000,5,-1
18,7,31.5000,6,-1
19,1,31.8000,5,-1
19,2,28.0000,6,-1
20,1,20.4000,1,1
20,2,20.4286,2,1
20,3,17.8750,3,1
20,4,16.5714,4,1
20,5,12.5714,5,1
20,6,11.1667,6,1
21,1,42.3333,1,1
21,2,44.2000,2,1
21,3,43.1667,3,1
21,4,46.2857,4,1
21,5,52.6667,5,1
21,6,49.5000,6,-1
21,7,56.0000,6,1
22,1,30.3333,1,-1
22,2,33.7500,1,-1
22,3,24.2000,5,-1
22,4,20.3333,6,-1
23,1,36.2000,1,-1
23,2,34.3000,3,-1
23,3,30.9091,3,-1
23,4,36.0000,4,-1
23,5,58.5000,5,-1
23,6,59.8000,6,-1
24,1,55.4286,1,-1
24,2,56.6667,2,-1
24,3,55.2857,3,-1
24,4,57.1667,4,-1
24,5,62.0000,5,-1
24,6,59.5000,5,-1
24,7,64.3333,6,-1
24,8,61.5000,6,-1
25,1,45.0000,1,1
25,2,40.3333,2,-1
25,3,49.3333,2,1
25,4,32.5000,3,-1
25,5,44.0000,3,1
25,6,34.2500,4,-1
25,7,48.8333,4,1
25,8,48.4000,5,1
25,9,53.6667,6,1
26,1,35.6667,1,-1
26,2,38.0000,2,-1
26,3,29.6667,3,-1
26,4,12.2000,5,-1
27,1,44.0000,1,1
27,2,41.8333,2,1
27,3,39.0000,3,1
27,4,35.3333,4,1
27,5,27.0000,5,1
27,6,24.0000,6,1
28,1,36.2500,1,-1
28,2,69.0000,1,1
28,3,65.5000,2,1
28,4,61.7143,3,1
28,5,34.0000,4,-1
28,6,56.5556,4,1
28,7,45.6000,5,1
28,8,50.0000,5,-1
28,9,68.5000,5,-1
28,10,41.4286,6,1
28,11,45.2500,6,-1
28,12,74.5000,6,-1
28,13,71.2500,6,-1
29,1,93.0000,5,-1
30,1,49.1429,1,1
30,2,51.6667,2,1
30,3,49.5714,3,1
30,4,53.1667,4,1
30,5,58.8333,5,1
30,6,62.8333,6,1
31,1,75.5000,1,-1
31,2,73.2000,2,-1
31,3,69.1667,3,-1
31,4,62.8333,4,-1
31,5,55.5000,5,-1
31,6,49.8333,6,-1
32,1,22.7143,1,-1
32,2,33.7143,1,-1
32,3,39.3333,1,-1
32,4,28.0000,2,-1
32,5,31.5714,2,-1
32,6,41.8333,2,-1
32,7,29.3333,3,-1
32,8,35.0000,3,-1
32,9,35.2857,4,-1
32,10,33.8000,4,-1
32,11,24.1667,5,-1
32,12,58.1429,5,-1
32,13,23.8000,6,-1
32,14,63.6000,6,-1
33,1,8.7500,1,-1
33,2,9.0000,2,-1
33,3,11.2500,3,-1
33,4,12.6000,4,-1
33,5,10.6000,4,-1
33,6,23.0000,5,-1
33,7,23.8571,6,-1
34,1,21.1667,1,-1
34,2,22.1667,2,-1
34,3,28.0000,3,-1
34,4,30.4000,4,-1
34,5,42.6667,5,-1
34,6,45.0000,6,-1
35,1,20.5000,1,1
35,2,19.4444,2,1
35,3,21.0000,3,1
35,4,20.1667,4,1
35,5,27.5000,5,1
35,6,26.2000,6,1
36,1,90.0000,1,-1
36,2,16.0000,2,-1
36,3,14.5714,2,-1
36,4,80.4444,4,-1
36,5,88.6667,5,-1
37,1,64.8571,1,1
37,2,65.4286,2,1
37,3,63.1667,3,1
37,4,63.8333,4,1
37,5,65.6667,5,1
37,6,66.5000,6,1
38,1,27.4000,4,-1
39,1,35.1667,1,-1
39,2,41.3333,1,-1
39,3,47.1429,1,-1
39,4,36.4286,2,-1
39,5,47.1111,2,-1
39,6,41.0000,3,-1
39,7,47.5000,4,-1
40,1,27.0000,1,-1
40,2,28.1667,2,-1
40,3,27.7143,3,-1
40,4,29.3333,4,-1
40,5,35.0000,5,-1
40,6,36.6000,6,-1
41,1,21.5000,1,1
41,2,20.8000,2,1
41,3,65.0000,2,-1
41,4,20.2000,3,-1
41,5,25.5000,3,1
41,6,67.5714,3,-1
41,7,26.6667,4,1
41,8,65.3333,4,-1
41,9,43.0000,5,1
41,10,76.5714,5,-1
41,11,43.8333,6,1
41,12,74.1667,6,-1
42,1,11.6667,1,-1
42,2,11.1429,2,-1
42,3,33.4000,2,-1
42,4,19.0000,3,-1
42,5,16.2857,3,-1
43,1,83.6000,1,-1
43,2,80.2000,2,-1
43,3,75.0000,3,-1
43,4,70.2857,4,-1
43,5,59.8333,5,-1
43,6,55.5000,6,-1
44,1,19.4000,1,-1
44,2,20.2857,2,-1
44,3,25.3333,3,-1
44,4,28.1667,4,-1
44,5,41.5000,5,-1
44,6,44.0000,6,-1
45,1,43.7143,1,1
45,2,43.2857,2,1
45,3,46.7500,3,1
45,4,49.0000,4,1
45,5,66.8889,5,1
45,6,69.5000,6,1
46,1,13.6667,1,-1
46,2,46.3333,1,-1
46,3,14.5000,2,-1
46,4,46.8333,2,-1
46,5,10.4000,3,-1
46,6,18.5000,3,-1
46,7,50.3333,3,-1
46,8,15.5714,4,-1
46,9,52.8750,4,-1
46,10,67.4286,5,-1
46,11,70.2000,6,-1
47,1,74.0000,1,1
47,2,67.0000,2,1
47,3,70.6000,3,1
47,4,63.8571,4,1
47,5,47.5000,5,-1
47,6,72.8571,5,1
47,7,66.2000,6,1
48,1,32.5000,1,-1
48,2,32.1667,2,-1
48,3,35.5000,3,-1
48,4,36.6667,4,-1
48,5,50.8333,5,-1
48,6,52.0000,6,-1
49,1,24.1667,1,-1
49,2,21.6667,2,-1
49,3,27.0000,3,-1
49,4,26.5000,4,-1
49,5,44.0000,5,-1
49,6,42.5000,6,-1
50,1,41.7500,5,-1
50,2,47.8000,6,-1
51,1,23.6000,2,-1
51,2,26.1667,3,-1
51,3,12.0000,5,-1
51,4,10.0000,6,-1
52,1,20.6000,1,-1
52,2,18.5000,2,-1
52,3,25.6000,3,-1
52,4,26.0000,4,-1
52,5,39.1667,6,-1
53,1,39.4286,1,1
53,2,38.3333,2,1
53,3,41.5000,3,1
53,4,41.6667,4,1
53,5,54.0000,5,1
53,6,54.0000,6,1
54,1,25.5714,1,-1
54,2,28.0000,2,-1
54,3,26.4000,2,-1
54,4,29.4000,3,-1
54,5,36.1667,4,-1
54,6,57.0909,5,-1
54,7,65.6667,6,-1
55,1,50.2000,1,-1
55,2,50.4000,2,-1
55,3,51.0000,3,-1
55,4,52.1667,4,-1
55,5,61.1429,5,-1
55,6,62.6000,6,-1
56,1,35.6667,3,-1
56,2,37.4000,4,-1
56,3,64.8571,5,-1
56,4,65.5000,6,-1
57,1,92.6667,1,-1
57,2,86.7143,2,-1
57,3,86.3333,3,-1
57,4,79.5000,4,-1
57,5,64.0000,5,-1
57,6,75.4286,5,-1
57,7,68.0000,6,-1
57,8,70.0000,6,-1
58,1,28.0000,2,-1
58,2,25.0000,3,-1
58,3,23.1250,4,-1
58,4,89.6667,5,-1
59,1,63.0000,1,1
59,2,56.6667,2,1
59,3,53.8571,3,1
59,4,45.3333,4,1
59,5,25.5000,5,1
59,6,19.7143,6,1
60,1,33.5000,1,1
60,2,33.5000,2,1
60,3,28.6667,3,1
60,4,34.3333,3,-1
60,5,26.7500,4,1
60,6,15.8000,5,1
60,7,14.0000,6,1
61,1,27.6667,1,-1
61,2,40.4000,1,-1
61,3,40.8333,2,-1
61,4,31.6000,3,-1
61,5,44.1429,3,-1
61,6,49.4444,4,-1
61,7,34.2857,5,-1
61,8,41.5000,5,-1
61,9,76.3333,5,-1
61,10,38.4000,6,-1
62,1,32.6667,1,-1
62,2,35.1667,1,-1
62,3,35.0000,3,-1
62,4,34.1667,4,-1
62,5,48.3333,5,-1
62,6,47.0000,6,-1
63,1,106.5000,2,-1
63,2,98.0000,5,-1
64,1,53.3333,1,-1
64,2,57.5714,2,-1
64,3,44.5000,3,-1
64,4,50.5000,4,-1
65,1,23.8333,1,-1
65,2,58.4286,1,-1
65,3,61.5000,2,-1
65,4,49.5000,3,-1
65,5,48.0000,4,-1
65,6,14.1667,5,-1
65,7,17.8000,6,-1
66,1,5.3333,1,1
66,2,17.3333,1,-1
66,3,6.3333,2,1
66,4,21.2500,2,-1
66,5,6.8333,3,1
66,6,8.5000,4,1
66,7,23.7500,4,-1
66,8,16.1667,5,1
66,9,17.8571,6,1
67,1,53.1667,1,-1
67,2,78.6667,1,-1
67,3,85.0000,1,-1
67,4,51.6667,2,-1
67,5,74.6000,2,-1
67,6,82.8333,2,-1
67,7,42.0000,3,-1
67,8,55.1429,3,-1
67,9,68.1667,3,-1
67,10,71.8571,3,-1
67,11,84.1667,3,-1
67,12,96.2500,3,-1
67,13,45.5000,4,-1
67,14,56.2857,4,-1
67,15,68.2857,4,-1
67,16,79.8333,4,-1
67,17,88.0000,4,-1
67,18,47.6000,5,-1
67,19,52.0000,5,-1
67,20,69.4000,5,-1
67,21,80.0000,5,-1
67,22,86.7500,5,-1
67,23,90.6667,5,-1
67,24,51.2500,6,-1
67,25,71.1429,6,-1
67,26,77.3750,6,-1
67,27,86.0000,6,-1
68,1,31.1429,1,-1
68,2,20.0000,2,-1
68,3,36.7500,2,-1
68,4,25.5000,3,-1
68,5,28.4286,4,-1
68,6,44.0000,5,-1
68,7,46.7143,6,-1
69,1,92.8000,1,1
69,2,100.6667,2,1
69,3,84.5000,3,1
69,4,89.5000,4,1
69,5,69.1667,5,1
69,6,72.3333,6,1
70,1,83.0000,5,-1
71,1,36.6667,1,-1
71,2,6.5000,2,-1
71,3,39.8333,2,-1
71,4,5.6667,3,-1
71,5,11.6667,3,-1
71,6,34.2500,3,-1
71,7,6.3000,4,-1
71,8,11.7778,4,-1
71,9,28.5000,4,-1
71,10,12.5000,5,-1
71,11,9.3333,5,-1
71,12,6.0000,6,-1
71,13,12.6667,6,-1
71,14,15.7143,6,-1
71,15,30.2000,6,-1
72,1,105.2000,5,-1
73,1,37.6000,1,1
73,2,34.1667,2,1
73,3,39.8333,3,1
73,4,38.2857,4,1
73,5,58.1250,5,1
73,6,55.6667,6,1
74,1,31.8333,1,1
74,2,35.8333,2,1
74,3,32.1667,3,1
74,4,37.0000,4,1
74,5,40.0000,5,1
74,6,44.5714,6,1
75,1,41.5000,1,-1
76,1,90.2000,6,-1
77,1,17.6000,1,-1
77,2,50.5000,1,-1
77,3,50.1429,2,-1
77,4,51.7273,3,-1
77,5,9.2500,4,-1
77,6,54.1667,4,-1
77,7,52.1667,4,-1
77,8,18.0000,5,-1
77,9,61.2857,5,-1
77,10,75.5000,5,-1
77,11,19.5000,6,-1
77,12,62.3333,6,-1
77,13,79.1667,6,-1
78,1,29.8333,1,1
78,2,45.7500,1,-1
78,3,34.1667,2,1
78,4,32.0000,3,1
78,5,37.8333,4,1
78,6,46.5000,5,1
78,7,53.1667,6,1
79,1,46.7500,3,-1
79,2,55.0000,5,-1
79,3,58.5000,6,-1
80,1,53.4286,1,-1
80,2,56.8000,2,-1
80,3,44.0000,3,-1
80,4,45.6000,4,-1
80,5,67.5000,6,-1
81,1,35.5000,1,-1
81,2,35.1667,2,-1
81,3,38.0000,3,-1
81,4,38.8571,4,-1
81,5,52.2000,5,-1
81,6,53.7143,6,-1
82,1,53.3333,4,-1
82,2,73.8571,5,-1
82,3,77.0000,6,-1
83,1,63.0000,1,1
83,2,67.5000,2,1
83,3,61.3333,3,1
83,4,65.3333,4,1
83,5,62.5000,5,1
83,6,66.6667,6,1
84,1,26.8333,1,-1
84,2,50.5714,1,-1
84,3,25.6000,2,-1
84,4,50.8333,2,1
84,5,24.1429,3,-1
84,6,49.0000,3,1
84,7,21.6000,4,-1
84,8,51.3333,4,1
84,9,18.3333,5,-1
84,10,55.8000,5,1
84,11,16.1667,6,-1
84,12,58.0000,6,1
85,1,13.0000,1,-1
85,2,66.0000,1,-1
85,3,14.0000,2,-1
85,4,62.0000,2,-1
85,5,16.0000,3,-1
85,6,64.6667,3,-1
85,7,18.5000,4,-1
85,8,62.4000,4,-1
85,9,29.7143,5,-1
85,10,79.5000,5,-1
85,11,32.1667,6,-1
85,12,77.0000,6,-1
86,1,83.8333,1,1
86,2,83.0000,2,1
86,3,37.0000,3,-1
86,4,77.0000,3,1
86,5,74.5000,4,1
86,6,65.6667,5,1
86,7,63.3333,6,1
87,1,34.8000,1,-1
87,2,51.0000,1,-1
87,3,32.7000,2,-1
87,4,55.2500,2,-1
87,5,39.1429,3,-1
87,6,49.8000,3,-1
87,7,40.6667,4,-1
87,8,54.5714,4,-1
87,9,24.0000,5,-1
87,10,54.8000,5,-1
87,11,67.5714,5,-1
87,12,60.0000,6,-1
87,13,69.5000,6,-1
88,1,51.0000,1,-1
88,2,54.2857,1,-1
88,3,53.4000,2,-1
88,4,57.4000,2,-1
88,5,54.0000,3,-1
88,6,59.8333,4,-1
88,7,67.8333,5,-1
88,8,73.6667,5,-1
88,9,67.8000,6,-1
88,10,74.5000,6,-1
89,1,89.4000,1,-1
89,2,96.5000,1,-1
89,3,95.8000,2,-1
89,4,101.1667,2,-1
89,5,84.5714,3,-1
89,6,87.0000,4,-1
90,1,42.5000,6,-1
91,1,13.2222,1,1
91,2,49.6667,1,-1
91,3,13.2857,2,1
91,4,48.6000,2,-1
91,5,46.1667,2,-1
91,6,57.0000,2,-1
91,7,15.5000,3,1
91,8,51.1429,3,-1
91,9,15.7143,4,1
91,10,50.7143,4,-1
91,11,26.5000,5,1
91,12,57.2000,5,-1
91,13,74.2000,5,-1
91,14,26.4000,6,1
91,15,73.6667,6,-1
92,1,62.6000,1,-1
92,2,66.5000,1,1
92,3,62.3333,2,-1
92,4,68.5000,2,1
92,5,64.0000,3,1
92,6,65.7143,4,1
92,7,63.6667,5,1
92,8,65.8000,6,1
93,1,37.8000,1,-1
93,2,41.3333,2,-1
93,3,41.0000,3,-1
93,4,47.1667,4,-1
93,5,61.5000,5,-1
93,6,69.5000,6,-1
94,1,77.0000,1,-1
94,2,82.3333,2,-1
94,3,74.8333,3,-1
94,4,81.8333,4,-1
95,1,87.7143,1,1
95,2,92.0000,2,1
95,3,84.6667,3,1
95,4,88.5000,4,1
95,5,83.0000,5,1
95,6,87.0000,5,-1
95,7,87.0000,6,1
95,8,92.0000,6,-1
96,1,19.4286,1,-1
96,2,18.7143,2,-1
96,3,24.6250,3,-1
96,4,26.8750,4,-1
96,5,48.2500,5,-1
96,6,50.0000,6,-1
96,7,81.6000,6,-1
97,1,79.6667,3,-1
97,2,83.0000,4,-1
98,1,30.3333,1,-1
98,2,34.2000,2,-1
98,3,36.1667,3,-1
98,4,45.5000,4,-1
99,1,47.0000,1,-1
99,2,51.4444,2,-1
99,3,43.5000,3,-1
99,4,50.5714,4,-1
100,1,8.3750,1,-1
100,2,8.4000,2,-1
100,3,15.0000,3,-1
100,4,18.0000,4,-1
100,5,33.6667,5,-1
100,6,36.2000,6,-1
101,1,23.5000,1,1
101,2,26.1667,2,1
101,3,21.3333,3,1
101,4,22.5714,4,1
101,5,17.2000,5,1
101,6,18.4000,6,1
102,1,86.1667,1,1
102,2,78.8333,2,1
102,3,81.4000,3,1
102,4,73.0000,4,1
102,5,59.0000,5,-1
102,6,70.0000,5,1
102,7,60.3333,6,-1
102,8,63.1429,6,1
103,1,73.0000,1,1
103,2,74.5000,2,1
103,3,68.5000,3,1
103,4,68.4286,4,1
103,5,38.5000,5,-1
103,6,60.1667,5,1
103,7,45.5000,6,-1
103,8,60.1429,6,1
104,1,41.6667,1,-1
104,2,40.6250,2,-1
104,3,39.8000,3,-1
104,4,45.2000,5,-1
104,5,43.8000,6,-1
105,1,82.2000,5,-1
105,2,46.6667,6,-1
106,1,33.1667,1,1
106,2,32.6667,1,-1
106,3,37.8333,2,1
106,4,34.5000,3,1
106,5,39.5714,4,1
106,6,44.5714,5,1
106,7,50.3333,6,1
107,1,31.5000,1,1
107,2,36.1667,2,1
107,3,31.5000,3,1
107,4,37.0000,4,1
107,5,39.2000,5,1
107,6,44.6667,6,1
108,1,70.3333,6,-1
109,1,68.5714,5,-1
109,2,65.8571,6,-1
110,1,44.0000,1,-1
110,2,44.6667,3,-1
110,3,43.6667,4,-1
110,4,49.8000,6,-1
111,1,10.6000,1,-1
111,2,16.5714,1,1
111,3,22.7500,1,-1
111,4,11.5000,2,-1
111,5,18.1667,2,1
111,6,26.7500,2,-1
111,7,14.6667,3,1
111,8,14.4286,4,1
111,9,10.0000,5,1
111,10,9.8333,6,1
112,1,75.5000,1,-1
112,2,84.6667,1,-1
112,3,89.6667,1,-1
112,4,81.6667,2,-1
112,5,85.5714,3,-1
112,6,81.0000,4,-1
112,7,80.1429,5,-1
112,8,76.0000,6,-1
113,1,82.0000,1,-1
113,2,76.0000,2,-1
113,3,78.0000,3,-1
113,4,74.1429,4,-1
113,5,75.7143,5,-1
113,6,81.2857,6,-1
113,7,91.8000,6,-1
114,1,96.8000,1,-1
114,2,88.6667,2,-1
114,3,92.4286,3,-1
114,4,84.6667,4,-1
114,5,45.8333,5,-1
114,6,91.6667,5,-1
114,7,42.4000,6,-1
114,8,84.0000,6,-1
115,1,18.5000,1,1
115,2,21.2000,2,1
115,3,19.1667,3,1
115,4,22.1667,4,1
115,5,26.0000,5,1
115,6,29.0000,6,1
116,1,30.4000,2,-1
116,2,33.8333,3,-1
116,3,36.5000,4,-1
116,4,42.3333,5,-1
116,5,48.0833,5,-1
116,6,50.8333,6,-1
117,1,75.2500,1,-1
117,2,76.3333,2,-1
117,3,75.0000,3,-1
117,4,76.0000,4,-1
117,5,81.0000,5,-1
117,6,82.5000,6,-1
118,1,68.5000,5,-1
118,2,73.1667,6,-1
119,1,59.5714,1,1
119,2,66.8571,2,1
119,3,57.0000,3,1
119,4,64.4286,4,1
119,5,52.2000,5,-1
119,6,58.8333,5,1
119,7,66.3333,6,1
120,1,18.8333,1,1
120,2,20.2857,2,1
120,3,16.5000,3,1
120,4,16.5000,4,1
120,5,11.5714,5,1
120,6,11.1429,6,1
121,1,65.8000,1,-1
121,2,69.8000,2,-1
121,3,69.7143,3,-1
121,4,74.8000,4,-1
121,5,26.0000,5,-1
121,6,79.5000,5,-1
121,7,30.0000,6,-1
121,8,84.4286,6,-1
122,1,47.6667,1,-1
122,2,50.4286,2,-1
122,3,47.5000,3,-1
122,4,51.0000,4,-1
122,5,54.0000,5,-1
122,6,57.6667,6,-1
123,1,6.5000,1,1
123,2,6.1667,2,1
123,3,9.0000,3,1
123,4,9.3333,4,1
123,5,20.4000,5,1
123,6,20.5000,6,1
124,1,23.3333,2,-1
124,2,42.5714,5,-1
124,3,42.3333,6,-1
125,1,32.8333,1,1
125,2,41.8333,1,-1
125,3,30.0000,2,1
125,4,41.0000,2,-1
125,5,34.1429,3,1
125,6,32.5000,4,1
125,7,47.5714,5,1
125,8,45.3333,6,1
126,1,52.8571,1,-1
126,2,50.5000,2,-1
126,3,52.4286,3,-1
126,4,50.6667,4,-1
126,5,47.0000,5,-1
126,6,58.0000,5,-1
126,7,40.0000,6,-1
126,8,62.0000,6,-1
127,1,47.8333,1,-1
127,2,54.2000,1,1
127,3,52.3333,2,-1
127,4,59.0000,2,1
127,5,47.7143,3,1
127,6,32.8333,5,1
127,7,33.0000,6,1
128,1,95.2857,1,-1
128,2,92.6667,2,-1
128,3,86.4286,3,-1
128,4,82.8333,4,-1
129,1,9.6000,1,-1
129,2,18.1111,1,-1
129,3,36.5000,1,-1
129,4,44.8750,1,-1
129,5,79.5000,1,-1
129,6,9.7500,2,-1
129,7,23.1667,2,-1
129,8,43.6000,2,-1
129,9,42.0000,2,-1
129,10,86.0000,2,-1
129,11,15.0000,3,-1
129,12,35.5000,3,-1
129,13,39.1429,3,-1
129,14,18.5000,4,-1
129,15,43.8000,4,-1
129,16,81.3333,4,-1
129,17,37.0000,5,-1
129,18,49.0000,5,-1
129,19,40.3333,6,-1
129,20,54.0000,6,-1
130,1,83.4000,1,-1
130,2,86.5714,1,-1
130,3,90.2500,2,-1
130,4,87.3333,2,-1
130,5,78.0000,3,-1
130,6,54.0000,4,-1
130,7,78.0000,4,-1
130,8,37.0000,5,-1
130,9,59.6667,5,-1
130,10,60.8000,6,-1
130,11,64.2000,6,-1
131,1,24.4286,1,-1
131,2,22.2000,2,-1
131,3,27.8000,3,-1
131,4,27.5000,4,-1
131,5,46.1667,5,-1
131,6,45.0000,6,-1
132,1,44.3333,2,-1
132,2,33.0000,4,-1
132,3,60.3333,5,-1
132,4,66.6667,6,-1
133,1,26.5000,1,-1
133,2,22.2000,2,-1
133,3,30.0000,2,-1
133,4,27.5000,3,-1
133,5,31.5000,4,-1
133,6,62.7143,4,-1
133,7,36.0000,5,-1
133,8,73.5000,5,-1
133,9,40.0000,6,-1
133,10,63.6000,6,-1
133,11,83.8000,6,-1
134,1,82.6667,1,1
134,2,84.8000,2,1
134,3,75.5000,3,1
134,4,76.0000,4,1
134,5,63.1667,5,1
134,6,62.8333,6,1
135,1,27.1429,1,-1
135,2,37.2500,1,-1
135,3,40.1667,5,-1
135,4,42.6667,6,-1
136,1,51.7500,1,-1
136,2,73.4000,1,-1
136,3,76.6000,1,-1
136,4,39.5000,3,-1
136,5,71.4286,3,-1
136,6,37.5000,4,-1
137,1,14.0000,1,1
137,2,58.5000,1,-1
137,3,13.6667,2,1
137,4,62.0000,2,-1
137,5,18.0000,3,1
137,6,56.6667,3,-1
137,7,65.2000,3,-1
137,8,20.0000,4,1
137,9,60.5000,4,-1
137,10,65.8571,4,-1
137,11,36.1429,5,1
137,12,59.8000,5,-1
137,13,74.3333,5,-1
137,14,37.8333,6,1
137,15,63.6667,6,-1
137,16,74.5714,6,-1
138,1,28.3333,1,-1
138,2,25.2000,1,1
138,3,26.4286,2,1
138,4,27.0000,3,1
138,5,29.0000,4,1
138,6,37.3333,5,1
138,7,39.5000,6,1
139,1,24.4286,1,1
139,2,22.5000,2,1
139,3,21.5000,3,1
139,4,18.5000,4,1
139,5,15.5714,5,1
139,6,13.0000,6,1
140,1,46.3333,1,-1
140,2,45.8333,2,-1
140,3,47.6000,3,-1
140,4,48.4000,4,-1
140,5,59.8333,5,-1
140,6,60.6667,6,-1
141,1,62.6667,6,-1
142,1,35.5000,1,1
142,2,32.1667,2,1
142,3,37.3333,3,1
142,4,23.2500,4,-1
142,5,35.6000,4,1
142,6,51.8333,5,1
142,7,49.4000,6,1
143,1,46.0000,3,-1
144,1,100.7500,2,-1
145,1,43.5000,3,-1
145,2,40.5000,4,-1
146,1,12.5000,1,1
146,2,11.6667,2,1
146,3,17.5000,3,1
146,4,19.2000,4,1
146,5,38.8333,5,1
146,6,39.8571,6,1
147,1,98.5000,5,-1
147,2,101.0000,6,-1
148,1,52.2500,4,-1
148,2,61.5000,5,-1
148,3,68.0000,6,-1
149,1,23.7143,1,1
149,2,29.4000,1,-1
149,3,60.7500,1,2
149,4,25.2000,2,1
149,5,33.6000,2,-1
149,6,57.3333,2,2
149,7,63.7500,2,-1
149,8,25.4286,3,1
149,9,53.0000,3,2
149,10,61.8333,3,-1
149,11,28.0000,4,1
149,12,47.1667,4,2
149,13,61.8333,4,-1
149,14,31.5000,5,2
149,15,35.3750,5,1
149,16,77.0000,5,-1
149,17,104.5000,5,-1
149,18,27.0000,6,2
149,19,38.1667,6,1
149,20,72.1429,6,-1
150,1,5.3333,1,-1
150,2,7.3333,2,-1
150,3,7.5000,3,-1
150,4,9.5714,4,-1
150,5,14.5000,5,-1
150,6,16.6000,6,-1
151,1,64.4286,1,-1
151,2,62.4000,1,1
151,3,64.0000,2,1
151,4,61.5000,3,1
151,5,63.1429,4,1
151,6,64.6667,5,1
151,7,66.4000,6,1
152,1,16.0000,1,1
152,2,15.5714,2,1
152,3,22.5000,3,1
152,4,25.3333,4,1
152,5,48.5000,5,1
152,6,51.5000,6,1
153,1,43.8571,1,-1
153,2,45.2857,2,-1
153,3,46.2000,3,-1
153,4,49.3333,4,-1
153,5,60.4286,5,-1
153,6,64.1429,6,-1
154,1,49.0000,3,-1
154,2,51.6000,4,-1
154,3,67.5000,5,-1
154,4,70.5000,6,-1
155,1,52.6667,1,-1
155,2,51.0000,1,-1
155,3,53.5000,2,-1
155,4,58.0000,2,-1
155,5,47.4000,3,-1
155,6,52.3333,3,-1
155,7,50.5000,4,-1
155,8,57.8571,4,-1
155,9,36.1667,5,-1
155,10,53.2000,5,-1
155,11,73.1429,5,-1
155,12,37.5714,6,-1
155,13,77.2500,6,-1
156,1,29.0000,5,-1
156,2,81.7500,5,-1
156,3,31.7500,6,-1
156,4,82.5000,6,-1
157,1,77.0000,3,-1
157,2,76.4000,4,-1
157,3,91.3333,5,-1
157,4,84.7500,6,-1
158,1,11.3333,1,1
158,2,14.0000,2,1
158,3,13.8333,3,1
158,4,17.5000,4,1
158,5,25.0000,5,1
158,6,28.6667,6,1
159,1,56.6667,1,1
159,2,76.0000,1,-1
159,3,57.1667,2,1
159,4,71.0000,2,-1
159,5,56.3333,3,1
159,6,73.6667,3,-1
159,7,57.2000,4,1
159,8,69.8571,4,-1
159,9,61.6000,5,1
159,10,88.5000,5,-1
159,11,62.6667,6,1
159,12,84.5000,6,-1
160,1,16.4000,1,1
160,2,17.5556,2,1
160,3,18.6667,3,1
160,4,20.7143,4,1
