eventIdx,clusterIdx,avgWire,superlayer,trkIds
394,11,86.8000,6,-1
395,1,81.5000,5,-1
396,1,3.4000,1,-1
396,2,20.5000,1,-1
396,3,3.0000,2,-1
396,4,21.1667,2,-1
396,5,6.3333,3,-1
396,6,8.0000,4,-1
396,7,23.0000,5,-1
396,8,25.0000,6,-1
397,1,24.5000,1,-1
397,2,27.2000,2,-1
397,3,24.6000,3,-1
397,4,27.8333,4,-1
397,5,30.5000,5,-1
397,6,34.0000,6,-1
398,1,16.6667,1,1
398,2,20.3333,1,-1
398,3,17.3750,2,1
398,4,23.2000,2,-1
398,5,14.7500,3,1
398,6,14.0000,4,1
398,7,10.4286,5,1
398,8,9.5000,6,1
399,1,35.1667,1,-1
399,2,38.4286,2,-1
399,3,39.4286,3,-1
399,4,46.7143,4,-1
399,5,63.4286,5,-1
399,6,72.5000,6,-1
400,1,10.0000,1,-1
400,2,40.8333,1,1
400,3,13.6667,2,-1
400,4,43.4286,2,1
400,5,41.0000,3,1
400,6,44.3333,4,1
400,7,48.1667,5,1
400,8,51.6667,6,1
401,1,34.7500,5,-1
401,2,32.6667,6,-1
402,1,25.8333,1,1
402,2,82.2000,1,-1
402,3,24.6667,2,1
402,4,78.8571,2,-1
402,5,82.0000,2,-1
402,6,30.0000,3,1
402,7,82.0000,3,-1
402,8,31.0000,4,1
402,9,13.5000,5,-1
402,10,45.4000,5,-1
402,11,49.3333,5,1
402,12,50.1667,6,1
403,1,27.7500,1,1
403,2,28.8333,2,1
403,3,29.5000,3,1
403,4,31.8000,4,1
403,5,40.6667,5,1
403,6,42.8000,6,1
404,1,49.1667,1,1
404,2,50.1667,2,1
404,3,49.8333,3,1
404,4,51.8000,4,1
404,5,58.6000,5,1
404,6,60.8333,6,1
405,1,51.8333,1,-1
405,2,54.0000,2,-1
405,3,55.7143,3,-1
405,4,62.0000,4,-1
406,1,77.0000,1,-1
406,2,79.0000,2,-1
406,3,72.3333,3,-1
406,4,62.5000,4,-1
406,5,81.0000,4,-1
406,6,45.0000,5,-1
407,1,74.2000,6,-1
408,1,41.2000,1,1
408,2,40.6667,2,-1
408,3,43.0000,2,1
408,4,40.5000,3,1
408,5,43.0000,4,1
408,6,46.1667,5,1
408,7,48.6000,6,1
408,8,81.2000,6,-1
409,1,22.6000,1,-1
409,2,34.3333,1,1
409,3,22.6000,2,-1
409,4,30.8333,2,1
409,5,25.5000,3,-1
409,6,35.8000,3,1
409,7,27.0000,4,-1
409,8,33.8571,4,1
409,9,40.0000,5,-1
409,10,50.5714,5,1
409,11,41.3333,6,-1
409,12,47.6667,6,1
410,1,12.1250,1,-1
410,2,13.6250,2,-1
410,3,10.1667,3,-1
410,4,10.4286,4,-1
410,5,6.0000,5,-1
410,6,5.8571,6,-1
411,1,24.5714,1,1
411,2,28.4286,1,-1
411,3,26.5000,2,-1
411,4,26.2000,3,1
411,5,31.8571,4,1
411,6,37.5000,5,1
411,7,43.0000,6,1
412,1,34.1667,1,-1
412,2,28.5000,2,-1
412,3,32.8333,2,-1
412,4,34.4286,3,-1
412,5,33.5000,4,-1
412,6,41.6667,5,-1
412,7,82.6667,5,-1
412,8,40.5000,6,-1
412,9,83.4000,6,-1
413,1,34.0000,2,-1
413,2,42.0000,3,-1
413,3,47.0000,4,-1
414,1,70.8000,5,-1
414,2,66.3333,6,-1
414,3,72.4000,6,-1
415,1,29.0000,1,-1
415,2,23.8000,2,-1
416,1,27.7778,1,-1
416,2,33.3333,1,-1
416,3,30.3333,2,-1
416,4,34.2000,3,-1
416,5,38.6667,4,-1
416,6,49.8333,5,-1
416,7,54.5000,6,-1
417,1,62.5000,5,-1
418,1,32.6000,1,-1
418,2,38.6667,1,-1
418,3,55.5000,1,-1
418,4,96.1667,1,-1
418,5,35.0000,2,-1
418,6,54.0000,2,-1
418,7,95.6667,2,-1
418,8,34.3750,3,-1
418,9,43.1667,3,-1
418,10,54.8333,3,-1
418,11,92.1429,3,-1
418,12,50.0000,4,-1
418,13,92.0000,4,-1
418,14,35.0000,5,-1
418,15,93.0000,5,-1
418,16,31.0000,6,-1
418,17,93.0000,6,-1
419,1,49.5000,4,-1
420,1,20.6667,1,1
420,2,47.5000,1,-1
420,3,20.2500,2,1
420,4,42.6000,2,-1
420,5,23.0000,3,1
420,6,48.0000,3,-1
420,7,23.7143,4,1
420,8,47.2000,4,-1
420,9,35.8000,5,1
420,10,36.3333,6,1
421,1,19.0000,6,-1
422,1,27.5000,1,-1
422,2,27.8333,2,-1
422,3,21.8333,3,-1
422,4,19.7143,4,-1
422,5,11.4286,6,-1
423,1,4.1429,1,-1
423,2,10.3333,1,-1
423,3,5.9000,2,-1
423,4,11.3333,2,-1
423,5,10.8333,2,-1
423,6,18.8333,2,-1
423,7,21.0000,2,-1
423,8,7.3333,3,-1
423,9,10.8889,3,-1
423,10,5.7500,4,-1
423,11,10.1667,4,-1
423,12,19.5000,4,-1
423,13,5.8000,5,-1
423,14,13.5000,5,-1
423,15,3.8333,6,-1
423,16,16.5000,6,-1
424,1,27.1667,1,-1
424,2,32.1429,1,-1
424,3,38.1667,2,-1
424,4,35.7500,2,-1
424,5,31.1429,2,-1
424,6,34.6000,3,-1
424,7,41.0000,4,-1
424,8,55.5000,5,-1
424,9,63.5000,6,-1
425,1,39.7500,1,-1
425,2,44.5714,2,-1
425,3,37.8571,4,-1
425,4,107.5000,6,-1
426,1,44.3333,1,-1
426,2,49.0000,1,-1
426,3,46.6667,2,-1
426,4,52.0000,2,-1
426,5,45.0000,3,-1
426,6,48.3333,4,-1
426,7,19.5000,5,-1
426,8,54.0000,5,-1
426,9,22.0000,6,-1
426,10,57.2500,6,-1
427,1,32.1667,1,-1
427,2,29.2857,2,-1
427,3,27.2857,2,-1
427,4,25.0000,3,-1
427,5,24.5000,4,-1
427,6,39.3333,5,-1
427,7,38.2000,6,-1
428,1,39.6667,1,-1
429,1,57.1667,5,-1
429,2,46.0000,6,-1
429,3,55.5000,6,-1
430,1,48.0000,1,-1
430,2,50.3333,2,-1
430,3,50.0000,3,-1
430,4,52.4286,4,-1
430,5,54.3333,5,-1
430,6,39.0000,6,-1
430,7,56.6667,6,-1
431,1,42.2857,1,-1
431,2,47.8000,2,-1
431,3,48.2500,3,-1
431,4,54.6000,4,-1
431,5,60.3333,5,-1
431,6,67.7143,6,-1
432,1,47.0000,1,-1
432,2,46.4286,2,-1
432,3,41.0000,3,-1
432,4,38.4286,4,-1
432,5,26.0000,5,-1
432,6,23.0000,6,-1
433,1,19.0000,1,-1
433,2,64.0000,1,-1
433,3,13.3333,2,-1
433,4,20.8750,2,-1
433,5,62.8333,2,-1
433,6,22.5000,3,-1
433,7,63.4286,3,-1
433,8,26.2857,4,-1
433,9,64.1667,4,-1
433,10,38.3333,5,-1
433,11,76.5000,5,-1
433,12,42.1667,6,-1
433,13,41.1667,6,-1
433,14,77.2000,6,-1
434,1,33.2000,1,-1
434,2,32.2000,2,-1
434,3,55.3333,5,-1
434,4,54.0000,5,-1
434,5,57.0000,6,-1
435,1,8.5000,1,-1
435,2,43.7500,1,-1
435,3,4.2000,3,-1
435,4,48.0000,3,-1
435,5,5.8333,4,-1
435,6,51.6667,4,-1
435,7,17.6000,5,-1
435,8,73.0000,5,-1
435,9,19.0000,6,-1
435,10,77.1429,6,-1
436,1,62.0000,3,-1
436,2,59.6000,4,-1
436,3,51.5000,5,-1
436,4,48.4000,6,-1
437,1,78.0000,5,-1
437,2,74.2000,6,-1
438,1,23.2500,1,-1
438,2,37.1667,1,-1
438,3,26.4000,2,-1
438,4,24.0000,3,-1
438,5,27.1667,4,-1
438,6,30.1667,5,-1
438,7,33.5000,6,-1
439,1,33.2000,5,-1
440,1,9.3333,1,-1
440,2,7.3333,1,-1
440,3,9.7500,2,-1
440,4,7.3333,2,-1
440,5,7.3333,3,-1
440,6,6.4286,4,-1
440,7,59.8571,4,-1
440,8,2.5000,5,-1
440,9,1.5000,6,-1
440,10,92.7500,6,-1
441,1,65.3333,1,-1
441,2,84.8333,1,-1
441,3,78.5000,2,-1
441,4,80.8000,3,-1
441,5,74.8000,4,-1
441,6,81.0000,5,-1
441,7,75.3333,6,-1
442,1,67.2000,5,-1
442,2,71.8000,6,-1
443,1,16.0000,1,-1
443,2,73.6667,1,-1
443,3,15.4286,2,-1
443,4,66.5000,2,-1
443,5,17.1667,3,-1
443,6,72.0000,3,-1
443,7,17.2857,4,-1
443,8,63.3333,4,-1
443,9,25.6000,5,-1
443,10,57.5000,5,-1
443,11,81.7500,5,-1
443,12,25.5000,6,-1
443,13,50.2500,6,-1
443,14,62.0000,6,-1
443,15,87.3333,6,-1
444,1,36.1250,1,-1
444,2,34.5714,2,-1
444,3,39.4000,2,-1
444,4,36.0000,3,-1
444,5,34.8333,4,-1
444,6,41.4286,5,-1
444,7,40.5000,6,-1
445,1,26.8750,1,-1
445,2,38.0000,1,-1
445,3,42.5714,1,-1
445,4,45.0000,1,-1
445,5,51.4286,1,-1
445,6,61.8889,1,-1
445,7,23.0000,2,-1
445,8,29.4286,2,-1
445,9,43.0000,2,-1
445,10,38.2000,2,-1
445,11,55.1429,2,-1
445,12,63.7143,2,-1
445,13,30.5000,3,-1
445,14,52.1429,3,-1
445,15,29.6667,4,-1
445,16,59.1667,4,-1
445,17,51.3333,5,-1
445,18,74.0000,5,-1
445,19,52.5000,6,-1
445,20,83.0000,6,-1
446,1,78.8333,1,1
446,2,70.5000,2,-1
446,3,75.6000,2,1
446,4,70.4000,3,1
446,5,65.5714,4,1
446,6,54.0000,5,1
446,7,50.0000,6,1
447,1,51.4000,1,1
447,2,84.6000,1,-1
447,3,57.5000,2,1
447,4,45.2500,3,-1
447,5,50.0000,3,1
447,6,43.3333,4,-1
447,7,56.3333,4,1
447,8,46.0000,5,-1
447,9,55.7143,5,-1
447,10,54.3333,5,1
447,11,53.6000,6,-1
447,12,61.0000,6,1
448,1,78.0000,1,-1
448,2,72.0000,2,-1
448,3,71.3333,3,-1
448,4,64.0000,4,-1
448,5,55.7143,5,-1
448,6,76.0000,5,-1
448,7,49.6667,6,-1
449,1,53.1667,5,-1
449,2,61.0000,6,-1
450,1,7.6667,1,1
450,2,9.5000,2,1
450,3,10.7143,3,1
450,4,13.5714,4,1
450,5,24.1667,5,1
450,6,27.1667,6,1
451,1,17.0000,4,-1
452,1,36.5000,1,-1
452,2,34.5000,2,-1
452,3,37.0000,3,-1
452,4,36.0000,4,-1
452,5,45.6667,5,-1
452,6,44.4000,6,-1
453,1,49.0000,2,-1
453,2,36.6000,3,-1
453,3,14.7143,5,-1
453,4,13.5714,6,-1
454,1,14.6000,1,1
454,2,17.5000,2,1
454,3,18.3333,3,1
454,4,20.4000,4,-1
454,5,23.0000,4,1
454,6,15.8000,5,-1
454,7,34.0000,5,1
454,8,14.0000,6,-1
454,9,22.3333,6,-1
454,10,39.5000,6,1
455,1,27.6667,1,-1
455,2,31.8571,1,-1
455,3,62.0000,1,-1
455,4,36.4000,2,-1
455,5,61.0000,2,-1
455,6,60.2000,3,-1
455,7,20.5000,4,-1
455,8,59.7143,4,-1
455,9,62.8333,5,-1
455,10,62.6667,6,-1
456,1,53.3333,4,-1
456,2,52.0000,6,-1
457,1,30.8333,1,-1
457,2,30.1667,2,-1
457,3,31.3333,3,-1
457,4,31.6000,4,-1
457,5,38.5000,5,-1
457,6,38.5000,6,-1
458,1,12.6667,1,-1
458,2,14.5000,2,-1
458,3,16.1667,3,-1
458,4,18.6667,4,-1
458,5,27.5000,5,-1
458,6,30.0000,6,-1
459,1,23.0000,1,1
459,2,23.8333,2,1
459,3,25.0000,3,1
459,4,27.0000,4,1
459,5,35.8333,5,1
459,6,37.8333,6,1
460,1,61.6667,5,-1
460,2,67.2857,6,-1
461,1,18.4000,1,1
461,2,17.3333,2,1
461,3,7.1667,3,-1
461,4,18.7143,3,1
461,5,9.2000,4,-1
461,6,17.8333,4,1
461,7,20.0000,5,-1
461,8,23.7143,5,1
461,9,22.6250,6,1
462,1,80.8000,4,-1
463,1,104.5000,1,-1
463,2,106.4000,2,-1
463,3,108.7500,3,-1
464,1,33.1667,1,1
464,2,53.0000,1,-1
464,3,33.4286,2,1
464,4,56.4286,2,-1
464,5,35.0000,3,1
464,6,52.8333,3,-1
464,7,36.2000,4,1
464,8,56.8571,4,-1
464,9,46.6667,5,1
464,10,59.6667,5,-1
464,11,48.0000,6,1
464,12,64.1667,6,-1
465,1,12.6667,1,1
465,2,15.5000,2,1
465,3,16.2857,3,1
465,4,20.5000,4,1
465,5,31.4000,5,1
465,6,82.0000,5,-1
465,7,36.0000,6,1
465,8,85.8000,6,-1
466,1,100.5000,5,-1
466,2,104.8333,6,-1
467,1,50.4286,3,-1
467,2,59.1667,4,-1
467,3,69.5000,5,-1
467,4,78.6667,6,-1
467,5,81.3333,6,-1
468,1,20.4000,3,-1
468,2,44.1667,5,-1
468,3,45.4000,6,-1
469,1,51.6667,1,-1
469,2,22.7500,5,-1
469,3,50.0000,5,-1
469,4,23.7500,6,-1
469,5,46.6000,6,-1
470,1,12.5000,1,1
470,2,65.0000,1,-1
470,3,13.6667,2,1
470,4,61.2000,2,-1
470,5,13.5000,3,1
470,6,64.0000,3,-1
470,7,15.1667,4,1
470,8,60.3333,4,-1
470,9,21.0000,5,1
470,10,70.8571,5,-1
470,11,23.0000,6,1
470,12,67.8333,6,-1
471,1,71.6000,1,-1
471,2,94.4000,1,-1
471,3,78.0000,2,-1
471,4,95.0000,2,-1
471,5,65.3333,3,-1
471,6,93.0000,3,-1
471,7,70.0000,4,-1
471,8,93.5000,4,-1
471,9,52.0000,5,-1
471,10,55.3333,6,-1
472,1,49.0000,1,1
472,2,57.0000,1,-1
472,3,69.2500,1,-1
472,4,44.0000,2,1
472,5,53.0000,2,-1
472,6,62.0000,2,-1
472,7,48.0000,3,1
472,8,58.4286,3,-1
472,9,44.0000,4,1
472,10,68.0000,4,-1
472,11,53.4000,5,1
472,12,49.3333,6,1
473,1,69.7143,5,-1
473,2,67.3333,6,-1
474,1,47.8000,1,-1
474,2,47.6000,2,-1
474,3,50.0000,3,-1
474,4,53.2500,4,-1
475,1,24.0000,1,-1
475,2,26.3750,2,-1
475,3,30.0000,3,-1
475,4,37.3333,4,-1
475,5,56.5000,5,-1
475,6,65.1429,6,-1
476,1,12.5714,1,-1
476,2,12.0000,2,-1
476,3,14.3333,2,-1
476,4,10.4000,3,-1
476,5,10.5714,4,-1
476,6,5.0000,5,-1
476,7,81.2000,5,-1
476,8,4.7500,6,-1
476,9,82.7500,6,-1
477,1,61.0000,1,-1
477,2,59.3333,2,-1
478,1,19.5000,1,-1
478,2,61.5000,1,-1
478,3,20.3333,2,-1
478,4,55.2000,2,-1
478,5,26.6000,3,-1
478,6,57.0000,3,-1
478,7,30.8333,4,-1
478,8,49.4000,4,-1
478,9,44.0000,5,-1
478,10,56.2857,5,-1
478,11,38.2000,6,-1
478,12,60.5000,6,-1
479,1,35.0000,1,-1
479,2,40.2222,2,-1
479,3,51.6000,2,-1
479,4,43.5000,3,-1
479,5,41.0000,4,-1
479,6,52.4286,5,-1
479,7,50.0000,6,-1
480,1,60.6667,4,-1
480,2,66.0000,5,-1
480,3,67.6667,6,-1
481,1,47.3333,4,-1
481,2,72.2500,6,-1
482,1,43.1667,1,-1
482,2,48.1667,2,-1
482,3,57.0000,2,-1
482,4,45.6667,3,-1
482,5,53.8333,4,-1
482,6,42.3333,5,-1
482,7,71.5000,5,-1
482,8,42.5000,6,-1
482,9,82.0000,6,-1
483,1,63.4000,1,-1
483,2,67.0000,1,1
483,3,61.5714,2,-1
483,4,67.0000,2,1
483,5,61.7143,3,1
483,6,60.5000,4,1
483,7,52.1667,5,1
483,8,50.8333,6,1
483,9,70.0000,6,-1
484,1,58.0000,5,-1
485,1,24.7500,5,-1
486,1,60.0000,5,-1
486,2,55.4000,6,-1
486,3,79.2222,6,-1
487,1,12.8000,1,-1
487,2,88.4286,1,-1
487,3,1.6667,2,-1
487,4,15.8000,2,-1
487,5,83.2857,2,-1
487,6,97.0000,2,-1
487,7,9.3333,3,-1
487,8,82.5000,3,-1
487,9,104.0000,3,-1
487,10,10.1667,4,-1
487,11,83.0000,4,-1
487,12,98.6667,4,-1
487,13,16.3333,5,-1
487,14,24.0000,5,-1
487,15,32.7500,5,-1
487,16,68.0000,5,-1
487,17,93.2500,5,-1
487,18,24.0000,6,-1
487,19,35.0000,6,-1
487,20,68.8000,6,-1
487,21,88.6667,6,-1
488,1,15.2000,1,-1
488,2,15.6667,2,-1
488,3,21.0000,3,-1
488,4,22.5000,4,-1
488,5,34.3333,5,-1
488,6,35.4000,6,-1
489,1,9.3333,1,-1
489,2,28.2000,1,-1
489,3,28.2500,2,-1
489,4,26.0000,2,-1
489,5,16.0000,3,-1
489,6,27.5000,3,-1
489,7,20.3333,4,-1
489,8,32.3333,4,-1
489,9,42.4000,5,-1
489,10,47.0000,5,-1
489,11,46.4286,6,-1
489,12,52.2000,6,-1
490,1,57.0000,1,-1
490,2,65.0000,2,-1
490,3,56.0000,3,-1
490,4,62.1667,4,-1
490,5,48.2000,5,-1
490,6,53.0000,6,-1
491,1,22.0000,1,-1
491,2,20.6667,1,-1
491,3,26.5000,1,-1
491,4,38.0000,1,-1
491,5,19.1667,2,-1
491,6,22.1667,2,-1
491,7,25.6000,2,-1
491,8,29.6667,2,-1
491,9,36.3333,2,-1
491,10,27.6667,3,-1
491,11,30.8333,4,-1
491,12,52.0000,4,-1
491,13,51.5714,5,-1
491,14,54.5000,6,-1
492,1,49.1667,1,-1
492,2,46.1667,1,1
492,3,49.0000,2,1
492,4,46.8000,3,1
492,5,50.3333,4,1
492,6,55.5000,5,1
492,7,59.1667,6,1
493,1,5.5000,1,-1
493,2,5.8571,2,-1
493,3,7.8000,3,-1
493,4,9.0000,4,-1
493,5,19.5000,5,-1
493,6,12.3333,6,-1
493,7,21.0000,6,-1
494,1,26.3333,4,-1
494,2,16.8000,5,-1
494,3,13.0000,6,-1
495,1,109.7500,3,-1
495,2,100.0000,5,-1
495,3,102.2500,6,-1
496,1,66.6667,4,-1
496,2,76.3333,5,-1
496,3,73.4000,6,-1
497,1,68.5000,1,-1
497,2,71.0000,2,-1
497,3,57.5000,3,-1
497,4,56.5714,4,-1
497,5,30.5000,5,-1
497,6,25.5714,6,-1
498,1,29.0000,5,-1
498,2,29.2500,6,-1
499,1,80.0000,1,-1
499,2,74.0000,2,-1
499,3,78.5000,3,-1
500,1,29.1667,1,-1
500,2,29.1667,2,-1
500,3,32.8333,3,-1
500,4,40.4000,3,-1
500,5,35.2857,4,-1
500,6,41.0000,4,-1
500,7,61.3333,4,-1
500,8,51.1667,5,-1
500,9,57.6667,5,-1
500,10,53.5000,6,-1
500,11,58.8000,6,-1
501,1,25.7143,1,-1
501,2,40.8333,1,-1
501,3,28.1429,2,-1
501,4,40.0000,2,-1
501,5,31.2857,3,-1
501,6,45.0000,3,-1
501,7,36.0000,4,-1
501,8,48.8000,4,-1
502,1,36.5714,1,-1
502,2,36.8571,2,-1
502,3,55.0000,2,-1
502,4,34.2857,3,-1
502,5,49.4000,3,-1
502,6,35.6667,4,-1
502,7,56.6667,4,-1
502,8,50.3333,5,-1
502,9,65.5000,5,-1
502,10,52.1429,6,-1
502,11,74.5000,6,-1
503,1,33.6000,1,-1
503,2,30.2000,2,-1
503,3,27.0000,3,-1
503,4,27.7500,4,-1
504,1,52.0000,1,1
504,2,47.3333,2,1
504,3,50.7500,3,1
504,4,46.3333,4,1
504,5,55.6667,5,1
504,6,51.4000,6,1
505,1,25.2000,2,-1
505,2,26.0000,3,-1
505,3,27.4000,4,-1
505,4,38.2000,5,-1
505,5,39.4000,6,-1
506,1,51.8571,4,-1
507,1,37.7500,1,-1
507,2,37.0000,2,-1
507,3,35.2500,3,-1
507,4,38.7143,4,-1
507,5,11.6667,6,-1
508,1,41.5000,1,-1
508,2,38.3333,2,-1
508,3,47.8000,3,-1
508,4,78.6250,3,-1
508,5,47.0000,4,-1
508,6,70.8000,4,-1
508,7,68.5000,5,-1
508,8,91.6667,5,-1
508,9,66.5000,6,-1
509,1,16.1667,1,-1
509,2,16.1667,2,-1
509,3,24.8333,3,-1
509,4,26.8333,4,-1
509,5,42.1667,5,-1
509,6,44.0000,6,-1
510,1,15.6667,1,-1
510,2,17.4000,2,-1
510,3,12.5714,3,-1
510,4,12.1667,4,-1
510,5,3.0000,5,-1
510,6,2.0000,6,-1
511,1,41.3333,1,1
511,2,40.8333,2,1
511,3,41.4000,3,1
511,4,41.0000,4,1
511,5,47.0000,5,1
511,6,46.8333,6,1
512,1,41.0000,1,-1
512,2,41.1667,2,-1
512,3,45.5000,4,-1
513,1,22.4000,1,-1
513,2,25.2000,2,-1
513,3,23.8000,3,-1
513,4,27.3333,4,-1
513,5,33.0000,5,-1
513,6,36.8000,6,-1
514,1,3.6667,1,-1
514,2,1.8333,3,-1
514,3,1.5000,4,-1
514,4,6.0000,5,-1
514,5,10.7143,5,-1
514,6,12.3333,6,-1
515,1,4.3333,1,-1
515,2,4.4000,2,-1
515,3,10.0000,3,-1
515,4,12.5000,4,-1
515,5,31.1667,5,-1
515,6,34.0000,6,-1
516,1,52.0000,1,-1
516,2,51.0000,2,-1
516,3,58.1429,3,-1
516,4,58.0000,4,-1
516,5,69.7143,5,-1
516,6,69.1429,6,-1
517,1,74.0000,1,-1
517,2,70.0000,2,-1
517,3,73.5714,3,-1
517,4,71.5714,4,-1
517,5,83.8571,5,-1
517,6,81.7500,6,-1
518,1,51.6667,1,-1
518,2,54.2500,3,-1
519,1,16.0000,6,-1
520,1,27.8333,1,-1
520,2,26.0000,2,-1
520,3,28.7143,3,-1
520,4,26.5000,4,-1
520,5,37.3333,5,-1
520,6,35.5000,6,-1
521,1,72.5000,1,-1
521,2,66.2500,2,-1
521,3,69.6667,3,-1
521,4,63.5000,4,-1
521,5,72.1667,5,-1
521,6,65.8333,6,-1
522,1,67.6667,2,-1
522,2,67.7143,3,-1
522,3,73.5714,4,-1
523,1,51.4286,1,1
523,2,64.1000,1,2
523,3,55.6000,2,1
523,4,61.0000,2,2
523,5,44.1429,3,1
523,6,58.2000,3,2
523,7,45.3333,4,1
523,8,53.1667,4,2
523,9,25.0000,5,1
523,10,39.2500,5,-1
523,11,45.3333,5,2
523,12,24.2857,6,1
523,13,40.6667,6,2
523,14,45.2500,6,-1
524,1,35.5000,5,-1
524,2,37.5000,6,-1
525,1,42.0000,5,-1
525,2,43.7500,6,-1
526,1,34.5000,1,-1
526,2,29.7500,2,-1
526,3,107.2500,2,-1
526,4,36.0000,3,-1
526,5,43.5000,4,-1
526,6,104.3333,4,-1
527,1,28.5000,1,-1
527,2,30.8333,2,-1
527,3,28.3333,3,-1
527,4,30.8000,4,-1
527,5,33.0000,5,-1
527,6,35.5000,6,-1
528,1,37.8571,1,-1
528,2,74.5000,1,-1
528,3,87.5714,1,1
528,4,40.3333,2,-1
528,5,94.5000,2,1
528,6,39.8000,3,-1
528,7,78.5000,3,1
528,8,43.1667,4,-1
528,9,83.0000,4,1
528,10,50.6000,5,-1
528,11,63.1667,5,1
528,12,54.5000,6,-1
528,13,66.2000,6,1
528,14,75.4286,6,-1
529,1,17.5714,1,-1
529,2,52.3333,1,-1
529,3,18.6667,2,-1
529,4,20.5000,3,-1
529,5,23.0000,4,-1
529,6,33.8333,5,-1
529,7,36.5000,6,-1
530,1,28.4000,1,-1
530,2,69.6000,1,-1
530,3,27.7143,2,-1
530,4,67.0000,2,-1
530,5,31.5000,3,-1
530,6,68.3333,3,-1
530,7,31.5000,4,-1
530,8,66.0000,4,-1
530,9,40.5000,5,-1
530,10,72.8333,5,-1
530,11,40.0000,6,-1
530,12,70.6000,6,-1
531,1,14.4000,1,1
531,2,36.5000,1,-1
531,3,16.5000,2,1
531,4,33.1667,2,-1
531,5,16.2857,3,1
531,6,38.0000,3,-1
531,7,19.8000,4,1
531,8,36.1429,4,-1
531,9,27.5000,5,1
531,10,52.0000,5,-1
531,11,30.8000,6,1
531,12,49.5714,6,-1
532,1,49.5714,1,-1
532,2,52.3333,1,-1
532,3,45.5000,2,-1
532,4,48.6667,2,-1
532,5,49.6667,3,-1
532,6,46.6000,4,-1
532,7,60.8333,5,-1
532,8,57.3333,6,-1
533,1,66.0000,1,1
533,2,67.5000,2,1
533,3,73.0000,2,-1
533,4,60.0000,3,1
533,5,60.1429,4,1
533,6,49.8333,5,1
533,7,49.8333,6,1
534,1,15.4286,1,1
534,2,27.0000,1,-1
534,3,16.5714,2,1
534,4,29.6667,2,-1
534,5,19.4000,3,1
534,6,22.5000,4,1
534,7,36.0000,5,1
534,8,39.1667,6,1
535,1,75.6000,1,1
535,2,74.2000,2,1
535,3,66.1667,3,1
535,4,62.8333,4,1
535,5,47.5714,5,1
535,6,44.3333,6,1
536,1,64.0000,6,-1
537,1,26.1667,1,1
537,2,29.2000,2,1
537,3,28.5714,3,1
537,4,33.4000,4,1
537,5,43.4286,5,1
537,6,48.5000,6,1
538,1,21.8000,6,-1
539,1,58.0000,1,1
539,2,64.0000,2,1
539,3,53.3333,3,1
539,4,57.1667,4,1
539,5,43.8333,5,1
539,6,46.5000,6,1
540,1,57.7143,2,-1
540,2,70.2500,2,-1
540,3,68.5000,2,-1
540,4,58.8333,3,-1
540,5,67.6667,4,-1
540,6,81.3333,5,-1
541,1,34.0000,6,-1
542,1,25.7500,5,-1
542,2,28.7500,6,-1
543,1,72.6667,6,-1
544,1,50.8333,1,1
544,2,56.5000,1,-1
544,3,56.6667,2,1
544,4,60.0000,2,-1
544,5,51.0000,3,1
544,6,58.7500,4,1
544,7,69.5000,5,1
544,8,78.8750,6,1
545,1,97.5000,6,-1
546,1,85.8333,5,-1
546,2,26.5000,6,-1
546,3,91.8000,6,-1
547,1,32.8333,1,1
547,2,29.8333,2,1
547,3,34.5000,3,1
547,4,33.0000,4,1
547,5,47.1667,5,1
547,6,45.0000,6,1
548,1,12.4000,1,-1
548,2,14.3333,2,-1
548,3,14.1667,3,-1
548,4,17.0000,4,-1
548,5,24.5000,5,-1
548,6,62.8333,5,-1
548,7,27.5000,6,-1
548,8,63.0000,6,-1
549,1,47.0000,3,-1
549,2,40.3333,4,-1
549,3,45.7500,5,-1
550,1,34.7143,1,1
550,2,78.5000,1,-1
550,3,85.6667,1,-1
550,4,31.5000,2,1
550,5,85.8571,2,-1
550,6,35.0000,3,1
550,7,32.5000,4,1
550,8,74.5455,4,-1
550,9,81.7500,4,-1
550,10,43.4000,5,1
550,11,40.6667,6,1
551,1,82.4000,1,-1
551,2,78.0000,2,-1
551,3,79.5714,3,-1
551,4,75.8000,4,-1
551,5,82.8333,5,-1
551,6,79.1429,6,-1
552,1,8.6667,1,-1
552,2,54.1429,1,-1
552,3,61.7500,1,-1
552,4,8.0000,2,-1
552,5,55.8333,2,-1
552,6,15.2500,3,-1
552,7,55.5000,3,-1
552,8,18.0000,4,-1
552,9,64.7143,4,-1
552,10,45.4000,5,-1
552,11,48.5000,6,-1
553,1,38.8571,1,-1
553,2,36.2500,2,-1
553,3,40.1667,2,-1
553,4,41.6000,3,-1
553,5,44.0000,4,-1
553,6,50.3333,5,-1
553,7,52.6667,6,-1
554,1,35.2500,1,-1
554,2,39.3750,1,-1
554,3,56.0000,1,-1
554,4,33.4000,2,-1
554,5,36.0000,2,-1
554,6,38.1429,2,-1
554,7,32.1250,3,-1
554,8,36.0000,3,-1
554,9,48.0000,3,-1
554,10,40.0000,4,-1
554,11,52.0000,4,-1
554,12,53.1429,5,-1
554,13,56.6667,6,-1
554,14,80.0000,6,-1
555,1,27.5000,1,-1
555,2,39.7500,1,-1
555,3,33.3333,2,-1
555,4,44.7500,2,-1
555,5,30.8333,3,-1
